assignment_id,user_id,experiment_id,variant,assignment_date
68116,19454,1,control,2024-01-17
68117,19455,5,control,2024-01-17
68118,19455,4,control,2024-01-17
68119,19455,3,control,2024-01-17
68120,19455,2,control,2024-01-17
68121,19456,5,control,2024-01-02
68122,19456,2,treatment,2024-01-02
68123,19456,3,control,2024-01-02
68124,19456,1,treatment,2024-01-02
68125,19457,1,control,2024-02-13
68126,19457,3,control,2024-02-13
68127,19457,5,control,2024-02-13
68128,19457,2,treatment,2024-02-13
68129,19458,4,control,2024-02-24
68130,19458,5,treatment,2024-02-24
68131,19458,2,treatment,2024-02-24
68132,19458,3,control,2024-02-24
68133,19459,3,treatment,2024-02-24
68134,19459,1,treatment,2024-02-24
68135,19459,2,treatment,2024-02-24
68136,19459,4,control,2024-02-24
68137,19460,5,treatment,2024-02-24
68138,19460,2,control,2024-02-24
68139,19460,1,treatment,2024-02-24
68140,19461,4,treatment,2024-01-23
68141,19461,3,control,2024-01-23
68142,19461,1,control,2024-01-23
68143,19462,4,control,2024-02-04
68144,19462,2,control,2024-02-04
68145,19462,3,control,2024-02-04
68146,19463,3,control,2024-02-15
68147,19463,5,control,2024-02-15
68148,19463,4,control,2024-02-15
68149,19464,1,treatment,2024-01-03
68150,19464,2,control,2024-01-03
68151,19464,5,treatment,2024-01-03
68152,19464,3,control,2024-01-03
68153,19465,5,treatment,2024-02-08
68154,19465,2,control,2024-02-08
68155,19465,4,control,2024-02-08
68156,19466,3,treatment,2024-01-16
68157,19466,2,control,2024-01-16
68158,19466,5,treatment,2024-01-16
68159,19466,4,treatment,2024-01-16
68160,19467,5,control,2024-01-23
68161,19467,3,control,2024-01-23
68162,19467,1,control,2024-01-23
68163,19468,4,treatment,2024-01-07
68164,19468,3,treatment,2024-01-07
68165,19468,2,control,2024-01-07
68166,19468,5,control,2024-01-07
68167,19469,3,treatment,2024-01-05
68168,19469,5,control,2024-01-05
68169,19469,2,treatment,2024-01-05
68170,19469,1,control,2024-01-05
68171,19470,4,control,2024-02-02
68172,19470,3,control,2024-02-02
68173,19470,2,treatment,2024-02-02
68174,19471,2,control,2024-01-29
68175,19471,4,control,2024-01-29
68176,19471,3,treatment,2024-01-29
68177,19471,1,treatment,2024-01-29
68178,19472,2,control,2024-01-08
68179,19472,3,treatment,2024-01-08
68180,19472,5,control,2024-01-08
68181,19472,4,treatment,2024-01-08
68182,19473,1,control,2024-02-02
68183,19473,4,control,2024-02-02
68184,19473,5,control,2024-02-02
68185,19473,2,treatment,2024-02-02
68186,19474,5,control,2024-01-05
68187,19474,3,treatment,2024-01-05
68188,19474,1,control,2024-01-05
68189,19474,2,control,2024-01-05
68190,19475,1,treatment,2024-01-16
68191,19475,4,control,2024-01-16
68192,19475,2,treatment,2024-01-16
68193,19475,3,control,2024-01-16
68194,19476,2,treatment,2024-01-14
68195,19476,5,treatment,2024-01-14
68196,19476,3,treatment,2024-01-14
68197,19477,4,treatment,2024-01-21
68198,19477,3,treatment,2024-01-21
68199,19477,1,control,2024-01-21
68200,19477,2,control,2024-01-21
68201,19478,1,treatment,2024-02-06
68202,19478,4,control,2024-02-06
68203,19478,2,treatment,2024-02-06
68204,19478,5,control,2024-02-06
68205,19479,2,treatment,2024-01-24
68206,19479,4,control,2024-01-24
68207,19479,5,treatment,2024-01-24
68208,19480,3,control,2024-02-23
68209,19480,1,treatment,2024-02-23
68210,19480,2,control,2024-02-23
68211,19481,1,control,2024-02-22
68212,19481,3,treatment,2024-02-22
68213,19481,4,control,2024-02-22
68214,19481,5,treatment,2024-02-22
68215,19482,5,treatment,2024-02-13
68216,19482,4,treatment,2024-02-13
68217,19482,2,treatment,2024-02-13
68218,19482,3,treatment,2024-02-13
68219,19483,3,treatment,2024-01-27
68220,19483,2,control,2024-01-27
68221,19483,5,treatment,2024-01-27
68222,19484,2,control,2024-01-05
68223,19484,5,control,2024-01-05
68224,19484,1,treatment,2024-01-05
68225,19485,3,treatment,2024-02-11
68226,19485,4,treatment,2024-02-11
68227,19485,1,treatment,2024-02-11
68228,19486,2,control,2024-01-28
68229,19486,4,control,2024-01-28
68230,19486,1,control,2024-01-28
68231,19486,3,control,2024-01-28
68232,19487,5,control,2024-02-26
68233,19487,2,treatment,2024-02-26
68234,19487,1,control,2024-02-26
68235,19488,1,control,2024-01-19
68236,19488,3,treatment,2024-01-19
68237,19488,2,control,2024-01-19
68238,19488,4,control,2024-01-19
68239,19489,5,control,2024-01-10
68240,19489,4,treatment,2024-01-10
68241,19489,3,control,2024-01-10
68242,19490,2,control,2024-01-02
68243,19490,1,treatment,2024-01-02
68244,19490,4,control,2024-01-02
68245,19491,2,control,2024-01-21
68246,19491,3,control,2024-01-21
68247,19491,4,control,2024-01-21
68248,19492,4,control,2024-02-08
68249,19492,3,control,2024-02-08
68250,19492,5,control,2024-02-08
68251,19493,1,control,2024-02-20
68252,19493,2,treatment,2024-02-20
68253,19493,3,treatment,2024-02-20
68254,19493,4,treatment,2024-02-20
68255,19494,3,treatment,2024-01-24
68256,19494,1,control,2024-01-24
68257,19494,5,control,2024-01-24
68258,19495,4,treatment,2024-01-22
68259,19495,1,treatment,2024-01-22
68260,19495,2,control,2024-01-22
68261,19495,3,treatment,2024-01-22
68262,19496,5,control,2024-01-27
68263,19496,4,control,2024-01-27
68264,19496,1,treatment,2024-01-27
68265,19497,2,treatment,2024-02-27
68266,19497,3,control,2024-02-27
68267,19497,4,treatment,2024-02-27
68268,19498,2,treatment,2024-02-11
68269,19498,4,control,2024-02-11
68270,19498,1,control,2024-02-11
68271,19498,5,control,2024-02-11
68272,19499,1,control,2024-01-24
68273,19499,5,control,2024-01-24
68274,19499,2,treatment,2024-01-24
68275,19499,3,treatment,2024-01-24
68276,19500,4,control,2024-01-31
68277,19500,2,control,2024-01-31
68278,19500,1,treatment,2024-01-31
68279,19501,2,control,2024-03-01
68280,19501,4,treatment,2024-03-01
68281,19501,3,treatment,2024-03-01
68282,19502,5,treatment,2024-01-19
68283,19502,1,treatment,2024-01-19
68284,19502,4,treatment,2024-01-19
68285,19502,3,treatment,2024-01-19
68286,19503,5,control,2024-02-09
68287,19503,2,treatment,2024-02-09
68288,19503,1,treatment,2024-02-09
68289,19504,3,treatment,2024-01-02
68290,19504,5,control,2024-01-02
68291,19504,1,treatment,2024-01-02
68292,19504,2,control,2024-01-02
68293,19505,5,control,2024-01-11
68294,19505,1,control,2024-01-11
68295,19505,2,treatment,2024-01-11
68296,19506,3,control,2024-01-24
68297,19506,2,treatment,2024-01-24
68298,19506,4,treatment,2024-01-24
68299,19506,5,treatment,2024-01-24
68300,19507,1,treatment,2024-01-03
68301,19507,3,control,2024-01-03
68302,19507,5,control,2024-01-03
68303,19507,4,treatment,2024-01-03
68304,19508,2,control,2024-01-19
68305,19508,4,control,2024-01-19
68306,19508,5,treatment,2024-01-19
68307,19509,3,treatment,2024-02-29
68308,19509,4,treatment,2024-02-29
68309,19509,1,treatment,2024-02-29
68310,19510,4,treatment,2024-01-10
68311,19510,5,treatment,2024-01-10
68312,19510,1,control,2024-01-10
68313,19511,2,treatment,2024-02-28
68314,19511,5,control,2024-02-28
68315,19511,3,treatment,2024-02-28
68316,19511,4,control,2024-02-28
68317,19512,3,control,2024-02-07
68318,19512,1,control,2024-02-07
68319,19512,4,control,2024-02-07
68320,19512,2,treatment,2024-02-07
68321,19513,3,treatment,2024-01-02
68322,19513,4,control,2024-01-02
68323,19513,5,control,2024-01-02
68324,19513,2,treatment,2024-01-02
68325,19514,2,treatment,2024-01-07
68326,19514,1,treatment,2024-01-07
68327,19514,5,control,2024-01-07
68328,19514,3,treatment,2024-01-07
68329,19515,1,control,2024-02-08
68330,19515,2,control,2024-02-08
68331,19515,4,treatment,2024-02-08
68332,19515,3,control,2024-02-08
68333,19516,2,treatment,2024-01-14
68334,19516,3,control,2024-01-14
68335,19516,4,control,2024-01-14
68336,19516,5,control,2024-01-14
68337,19517,2,control,2024-02-21
68338,19517,1,control,2024-02-21
68339,19517,3,treatment,2024-02-21
68340,19517,5,control,2024-02-21
68341,19518,5,treatment,2024-01-21
68342,19518,4,control,2024-01-21
68343,19518,3,treatment,2024-01-21
68344,19519,5,control,2024-02-02
68345,19519,2,treatment,2024-02-02
68346,19519,3,control,2024-02-02
68347,19519,1,treatment,2024-02-02
68348,19520,3,control,2024-02-15
68349,19520,2,control,2024-02-15
68350,19520,5,treatment,2024-02-15
68351,19521,1,treatment,2024-02-19
68352,19521,2,treatment,2024-02-19
68353,19521,3,treatment,2024-02-19
68354,19522,4,control,2024-02-17
68355,19522,2,treatment,2024-02-17
68356,19522,3,control,2024-02-17
68357,19523,5,treatment,2024-02-02
68358,19523,2,treatment,2024-02-02
68359,19523,3,treatment,2024-02-02
68360,19524,4,treatment,2024-02-20
68361,19524,5,treatment,2024-02-20
68362,19524,3,control,2024-02-20
68363,19524,2,treatment,2024-02-20
68364,19525,1,treatment,2024-02-07
68365,19525,2,treatment,2024-02-07
68366,19525,4,treatment,2024-02-07
68367,19526,2,control,2024-02-15
68368,19526,3,treatment,2024-02-15
68369,19526,5,control,2024-02-15
68370,19527,2,control,2024-01-23
68371,19527,5,control,2024-01-23
68372,19527,3,control,2024-01-23
68373,19527,4,control,2024-01-23
68374,19528,2,treatment,2024-03-01
68375,19528,4,treatment,2024-03-01
68376,19528,3,control,2024-03-01
68377,19529,2,control,2024-01-14
68378,19529,1,control,2024-01-14
68379,19529,5,control,2024-01-14
68380,19529,4,control,2024-01-14
68381,19530,3,treatment,2024-01-25
68382,19530,1,control,2024-01-25
68383,19530,5,treatment,2024-01-25
68384,19530,2,control,2024-01-25
68385,19531,2,control,2024-02-23
68386,19531,1,treatment,2024-02-23
68387,19531,3,control,2024-02-23
68388,19531,4,control,2024-02-23
68389,19532,4,control,2024-02-07
68390,19532,3,control,2024-02-07
68391,19532,2,treatment,2024-02-07
68392,19532,1,control,2024-02-07
68393,19533,1,treatment,2024-01-03
68394,19533,2,control,2024-01-03
68395,19533,4,control,2024-01-03
68396,19534,4,control,2024-02-12
68397,19534,5,treatment,2024-02-12
68398,19534,1,treatment,2024-02-12
68399,19534,3,control,2024-02-12
68400,19535,4,control,2024-02-16
68401,19535,1,treatment,2024-02-16
68402,19535,3,control,2024-02-16
68403,19535,2,control,2024-02-16
68404,19536,1,treatment,2024-01-10
68405,19536,3,treatment,2024-01-10
68406,19536,4,treatment,2024-01-10
68407,19536,5,treatment,2024-01-10
68408,19537,5,control,2024-01-25
68409,19537,2,control,2024-01-25
68410,19537,4,control,2024-01-25
68411,19538,1,treatment,2024-02-18
68412,19538,4,control,2024-02-18
68413,19538,3,treatment,2024-02-18
68414,19539,2,control,2024-02-11
68415,19539,3,treatment,2024-02-11
68416,19539,4,treatment,2024-02-11
68417,19540,4,control,2024-01-06
68418,19540,3,control,2024-01-06
68419,19540,5,treatment,2024-01-06
68420,19540,1,treatment,2024-01-06
68421,19541,4,treatment,2024-01-05
68422,19541,2,control,2024-01-05
68423,19541,1,treatment,2024-01-05
68424,19541,3,control,2024-01-05
68425,19542,5,treatment,2024-02-29
68426,19542,1,treatment,2024-02-29
68427,19542,4,treatment,2024-02-29
68428,19542,3,treatment,2024-02-29
68429,19543,5,control,2024-01-15
68430,19543,1,treatment,2024-01-15
68431,19543,4,control,2024-01-15
68432,19544,4,control,2024-02-06
68433,19544,2,control,2024-02-06
68434,19544,1,treatment,2024-02-06
68435,19545,1,control,2024-02-02
68436,19545,2,treatment,2024-02-02
68437,19545,3,treatment,2024-02-02
68438,19546,5,control,2024-02-06
68439,19546,4,treatment,2024-02-06
68440,19546,1,treatment,2024-02-06
68441,19547,4,control,2024-02-10
68442,19547,2,control,2024-02-10
68443,19547,3,treatment,2024-02-10
68444,19547,1,control,2024-02-10
68445,19548,1,control,2024-02-05
68446,19548,5,control,2024-02-05
68447,19548,3,treatment,2024-02-05
68448,19549,2,control,2024-02-16
68449,19549,4,control,2024-02-16
68450,19549,5,treatment,2024-02-16
68451,19550,3,treatment,2024-01-27
68452,19550,5,treatment,2024-01-27
68453,19550,2,control,2024-01-27
68454,19550,1,treatment,2024-01-27
68455,19551,4,control,2024-02-04
68456,19551,2,treatment,2024-02-04
68457,19551,3,treatment,2024-02-04
68458,19552,4,treatment,2024-02-16
68459,19552,5,treatment,2024-02-16
68460,19552,3,control,2024-02-16
68461,19552,1,control,2024-02-16
68462,19553,4,control,2024-01-08
68463,19553,2,treatment,2024-01-08
68464,19553,3,treatment,2024-01-08
68465,19553,1,control,2024-01-08
68466,19554,2,control,2024-02-24
68467,19554,1,treatment,2024-02-24
68468,19554,3,treatment,2024-02-24
68469,19554,5,treatment,2024-02-24
68470,19555,5,treatment,2024-02-26
68471,19555,3,treatment,2024-02-26
68472,19555,4,treatment,2024-02-26
68473,19555,1,control,2024-02-26
68474,19556,5,treatment,2024-02-03
68475,19556,2,control,2024-02-03
68476,19556,3,treatment,2024-02-03
68477,19556,1,control,2024-02-03
68478,19557,2,treatment,2024-02-21
68479,19557,3,control,2024-02-21
68480,19557,4,control,2024-02-21
68481,19558,4,treatment,2024-01-04
68482,19558,2,control,2024-01-04
68483,19558,3,treatment,2024-01-04
68484,19558,5,control,2024-01-04
68485,19559,2,treatment,2024-02-08
68486,19559,1,control,2024-02-08
68487,19559,4,treatment,2024-02-08
68488,19559,5,treatment,2024-02-08
68489,19560,5,control,2024-01-31
68490,19560,3,treatment,2024-01-31
68491,19560,2,control,2024-01-31
68492,19560,1,control,2024-01-31
68493,19561,5,treatment,2024-02-12
68494,19561,1,control,2024-02-12
68495,19561,2,control,2024-02-12
68496,19561,4,treatment,2024-02-12
68497,19562,2,treatment,2024-02-03
68498,19562,1,control,2024-02-03
68499,19562,4,treatment,2024-02-03
68500,19563,5,control,2024-02-03
68501,19563,1,treatment,2024-02-03
68502,19563,2,treatment,2024-02-03
68503,19564,4,control,2024-01-29
68504,19564,2,treatment,2024-01-29
68505,19564,3,treatment,2024-01-29
68506,19565,5,treatment,2024-01-21
68507,19565,2,treatment,2024-01-21
68508,19565,1,treatment,2024-01-21
68509,19565,3,control,2024-01-21
68510,19566,1,control,2024-01-18
68511,19566,4,control,2024-01-18
68512,19566,3,control,2024-01-18
68513,19567,3,treatment,2024-01-13
68514,19567,4,treatment,2024-01-13
68515,19567,1,treatment,2024-01-13
68516,19568,4,treatment,2024-02-23
68517,19568,2,control,2024-02-23
68518,19568,1,control,2024-02-23
68519,19568,5,treatment,2024-02-23
68520,19569,3,control,2024-02-06
68521,19569,1,treatment,2024-02-06
68522,19569,5,treatment,2024-02-06
68523,19570,1,treatment,2024-01-19
68524,19570,3,treatment,2024-01-19
68525,19570,5,control,2024-01-19
68526,19570,4,treatment,2024-01-19
68527,19571,1,treatment,2024-02-28
68528,19571,2,treatment,2024-02-28
68529,19571,5,treatment,2024-02-28
68530,19572,3,control,2024-01-16
68531,19572,5,treatment,2024-01-16
68532,19572,1,control,2024-01-16
68533,19572,4,treatment,2024-01-16
68534,19573,4,treatment,2024-01-22
68535,19573,2,control,2024-01-22
68536,19573,3,control,2024-01-22
68537,19574,4,treatment,2024-01-16
68538,19574,5,treatment,2024-01-16
68539,19574,3,control,2024-01-16
68540,19574,1,treatment,2024-01-16
68541,19575,1,control,2024-02-21
68542,19575,3,control,2024-02-21
68543,19575,5,treatment,2024-02-21
68544,19576,4,treatment,2024-02-19
68545,19576,5,control,2024-02-19
68546,19576,2,control,2024-02-19
68547,19577,2,control,2024-01-24
68548,19577,1,treatment,2024-01-24
68549,19577,5,control,2024-01-24
68550,19578,5,control,2024-01-15
68551,19578,1,treatment,2024-01-15
68552,19578,4,control,2024-01-15
68553,19578,3,treatment,2024-01-15
68554,19579,2,treatment,2024-01-30
68555,19579,3,treatment,2024-01-30
68556,19579,4,control,2024-01-30
68557,19579,5,treatment,2024-01-30
68558,19580,1,control,2024-01-21
68559,19580,3,control,2024-01-21
68560,19580,2,control,2024-01-21
68561,19581,1,control,2024-02-17
68562,19581,2,treatment,2024-02-17
68563,19581,4,control,2024-02-17
68564,19581,5,control,2024-02-17
68565,19582,2,treatment,2024-01-08
68566,19582,5,treatment,2024-01-08
68567,19582,4,control,2024-01-08
68568,19582,3,treatment,2024-01-08
68569,19583,1,treatment,2024-02-14
68570,19583,3,treatment,2024-02-14
68571,19583,2,treatment,2024-02-14
68572,19583,4,treatment,2024-02-14
68573,19584,5,treatment,2024-01-16
68574,19584,2,treatment,2024-01-16
68575,19584,1,treatment,2024-01-16
68576,19584,3,control,2024-01-16
68577,19585,5,control,2024-01-29
68578,19585,3,treatment,2024-01-29
68579,19585,1,treatment,2024-01-29
68580,19586,4,control,2024-02-16
68581,19586,3,control,2024-02-16
68582,19586,5,treatment,2024-02-16
68583,19586,2,treatment,2024-02-16
68584,19587,1,control,2024-02-26
68585,19587,2,control,2024-02-26
68586,19587,4,treatment,2024-02-26
68587,19587,3,control,2024-02-26
68588,19588,2,treatment,2024-01-27
68589,19588,4,control,2024-01-27
68590,19588,3,treatment,2024-01-27
68591,19588,1,treatment,2024-01-27
68592,19589,5,control,2024-01-24
68593,19589,1,treatment,2024-01-24
68594,19589,3,control,2024-01-24
68595,19590,4,treatment,2024-01-06
68596,19590,2,control,2024-01-06
68597,19590,3,control,2024-01-06
68598,19591,1,treatment,2024-01-23
68599,19591,3,treatment,2024-01-23
68600,19591,5,treatment,2024-01-23
68601,19592,3,control,2024-02-05
68602,19592,4,control,2024-02-05
68603,19592,1,control,2024-02-05
68604,19593,5,control,2024-02-02
68605,19593,2,control,2024-02-02
68606,19593,1,control,2024-02-02
68607,19593,3,treatment,2024-02-02
68608,19594,3,treatment,2024-01-05
68609,19594,2,control,2024-01-05
68610,19594,5,treatment,2024-01-05
68611,19595,4,treatment,2024-02-28
68612,19595,3,control,2024-02-28
68613,19595,2,treatment,2024-02-28
68614,19596,5,treatment,2024-01-24
68615,19596,4,control,2024-01-24
68616,19596,2,control,2024-01-24
68617,19596,1,control,2024-01-24
68618,19597,1,control,2024-02-11
68619,19597,5,treatment,2024-02-11
68620,19597,3,control,2024-02-11
68621,19598,1,treatment,2024-01-31
68622,19598,4,control,2024-01-31
68623,19598,3,control,2024-01-31
68624,19598,2,treatment,2024-01-31
68625,19599,1,treatment,2024-02-08
68626,19599,3,treatment,2024-02-08
68627,19599,2,treatment,2024-02-08
68628,19600,4,control,2024-01-15
68629,19600,1,control,2024-01-15
68630,19600,2,treatment,2024-01-15
68631,19600,5,treatment,2024-01-15
68632,19601,5,treatment,2024-01-29
68633,19601,1,control,2024-01-29
68634,19601,2,treatment,2024-01-29
68635,19601,4,control,2024-01-29
68636,19602,5,control,2024-02-20
68637,19602,1,treatment,2024-02-20
68638,19602,4,control,2024-02-20
68639,19602,3,treatment,2024-02-20
68640,19603,4,treatment,2024-01-27
68641,19603,3,control,2024-01-27
68642,19603,2,control,2024-01-27
68643,19603,5,control,2024-01-27
68644,19604,2,treatment,2024-01-15
68645,19604,4,control,2024-01-15
68646,19604,5,control,2024-01-15
68647,19604,1,treatment,2024-01-15
68648,19605,5,treatment,2024-02-06
68649,19605,4,treatment,2024-02-06
68650,19605,2,control,2024-02-06
68651,19606,4,treatment,2024-02-22
68652,19606,2,control,2024-02-22
68653,19606,5,treatment,2024-02-22
68654,19606,3,control,2024-02-22
68655,19607,5,treatment,2024-02-22
68656,19607,1,treatment,2024-02-22
68657,19607,2,treatment,2024-02-22
68658,19607,3,control,2024-02-22
68659,19608,2,treatment,2024-01-09
68660,19608,1,control,2024-01-09
68661,19608,5,control,2024-01-09
68662,19608,4,treatment,2024-01-09
68663,19609,5,control,2024-02-29
68664,19609,4,control,2024-02-29
68665,19609,1,treatment,2024-02-29
68666,19609,3,treatment,2024-02-29
68667,19610,2,treatment,2024-02-04
68668,19610,3,treatment,2024-02-04
68669,19610,1,treatment,2024-02-04
68670,19611,5,control,2024-01-16
68671,19611,1,treatment,2024-01-16
68672,19611,4,treatment,2024-01-16
68673,19612,1,treatment,2024-02-19
68674,19612,5,control,2024-02-19
68675,19612,2,treatment,2024-02-19
68676,19613,4,control,2024-02-28
68677,19613,5,control,2024-02-28
68678,19613,1,treatment,2024-02-28
68679,19614,3,treatment,2024-01-27
68680,19614,1,treatment,2024-01-27
68681,19614,2,control,2024-01-27
68682,19614,5,treatment,2024-01-27
68683,19615,2,treatment,2024-02-13
68684,19615,4,treatment,2024-02-13
68685,19615,3,control,2024-02-13
68686,19616,1,control,2024-02-07
68687,19616,4,control,2024-02-07
68688,19616,3,control,2024-02-07
68689,19616,2,control,2024-02-07
68690,19617,2,control,2024-02-12
68691,19617,3,control,2024-02-12
68692,19617,4,control,2024-02-12
68693,19618,2,control,2024-01-09
68694,19618,5,treatment,2024-01-09
68695,19618,3,treatment,2024-01-09
68696,19618,1,control,2024-01-09
68697,19619,1,control,2024-02-08
68698,19619,5,control,2024-02-08
68699,19619,2,treatment,2024-02-08
68700,19620,4,control,2024-01-17
68701,19620,3,control,2024-01-17
68702,19620,1,control,2024-01-17
68703,19621,2,treatment,2024-02-20
68704,19621,3,treatment,2024-02-20
68705,19621,1,treatment,2024-02-20
68706,19621,5,treatment,2024-02-20
68707,19622,5,control,2024-01-19
68708,19622,4,treatment,2024-01-19
68709,19622,2,control,2024-01-19
68710,19623,4,treatment,2024-01-22
68711,19623,1,treatment,2024-01-22
68712,19623,2,control,2024-01-22
68713,19623,3,control,2024-01-22
68714,19624,3,treatment,2024-01-21
68715,19624,5,control,2024-01-21
68716,19624,1,treatment,2024-01-21
68717,19625,4,treatment,2024-01-08
68718,19625,3,treatment,2024-01-08
68719,19625,5,control,2024-01-08
68720,19625,1,control,2024-01-08
68721,19626,4,treatment,2024-01-06
68722,19626,1,treatment,2024-01-06
68723,19626,3,treatment,2024-01-06
68724,19626,5,treatment,2024-01-06
68725,19627,5,control,2024-01-27
68726,19627,1,treatment,2024-01-27
68727,19627,2,treatment,2024-01-27
68728,19627,3,treatment,2024-01-27
68729,19628,5,treatment,2024-01-27
68730,19628,4,treatment,2024-01-27
68731,19628,2,control,2024-01-27
68732,19629,2,treatment,2024-02-02
68733,19629,5,control,2024-02-02
68734,19629,1,treatment,2024-02-02
68735,19630,2,control,2024-01-10
68736,19630,5,control,2024-01-10
68737,19630,1,control,2024-01-10
68738,19630,4,control,2024-01-10
68739,19631,3,treatment,2024-02-06
68740,19631,2,control,2024-02-06
68741,19631,5,control,2024-02-06
68742,19632,3,treatment,2024-02-01
68743,19632,5,control,2024-02-01
68744,19632,2,treatment,2024-02-01
68745,19633,2,control,2024-02-10
68746,19633,3,treatment,2024-02-10
68747,19633,1,treatment,2024-02-10
68748,19634,2,control,2024-02-26
68749,19634,5,treatment,2024-02-26
68750,19634,3,control,2024-02-26
68751,19634,1,treatment,2024-02-26
68752,19635,4,treatment,2024-02-19
68753,19635,2,treatment,2024-02-19
68754,19635,3,treatment,2024-02-19
68755,19636,5,treatment,2024-01-13
68756,19636,2,treatment,2024-01-13
68757,19636,4,control,2024-01-13
68758,19636,1,treatment,2024-01-13
68759,19637,3,treatment,2024-02-27
68760,19637,1,treatment,2024-02-27
68761,19637,5,control,2024-02-27
68762,19637,4,treatment,2024-02-27
68763,19638,2,control,2024-01-12
68764,19638,4,control,2024-01-12
68765,19638,1,control,2024-01-12
68766,19639,4,control,2024-02-26
68767,19639,1,control,2024-02-26
68768,19639,3,treatment,2024-02-26
68769,19640,1,treatment,2024-01-30
68770,19640,4,control,2024-01-30
68771,19640,2,control,2024-01-30
68772,19641,4,treatment,2024-01-01
68773,19641,3,control,2024-01-01
68774,19641,2,treatment,2024-01-01
68775,19642,4,treatment,2024-01-11
68776,19642,2,treatment,2024-01-11
68777,19642,3,control,2024-01-11
68778,19643,5,treatment,2024-01-08
68779,19643,3,treatment,2024-01-08
68780,19643,1,control,2024-01-08
68781,19643,2,control,2024-01-08
68782,19644,3,control,2024-01-27
68783,19644,1,control,2024-01-27
68784,19644,2,control,2024-01-27
68785,19645,1,treatment,2024-01-17
68786,19645,3,control,2024-01-17
68787,19645,2,control,2024-01-17
68788,19646,3,treatment,2024-02-18
68789,19646,4,control,2024-02-18
68790,19646,2,treatment,2024-02-18
68791,19646,1,treatment,2024-02-18
68792,19647,5,control,2024-02-05
68793,19647,2,control,2024-02-05
68794,19647,3,control,2024-02-05
68795,19648,3,treatment,2024-02-15
68796,19648,4,treatment,2024-02-15
68797,19648,5,control,2024-02-15
68798,19649,5,control,2024-02-29
68799,19649,1,treatment,2024-02-29
68800,19649,2,treatment,2024-02-29
68801,19650,3,control,2024-01-31
68802,19650,5,control,2024-01-31
68803,19650,2,treatment,2024-01-31
68804,19650,4,control,2024-01-31
68805,19651,2,treatment,2024-02-17
68806,19651,3,control,2024-02-17
68807,19651,1,treatment,2024-02-17
68808,19652,2,treatment,2024-01-07
68809,19652,4,treatment,2024-01-07
68810,19652,1,treatment,2024-01-07
68811,19652,5,control,2024-01-07
68812,19653,4,treatment,2024-01-09
68813,19653,1,control,2024-01-09
68814,19653,3,treatment,2024-01-09
68815,19654,3,treatment,2024-02-25
68816,19654,4,control,2024-02-25
68817,19654,1,control,2024-02-25
68818,19655,1,treatment,2024-01-03
68819,19655,4,control,2024-01-03
68820,19655,2,control,2024-01-03
68821,19655,5,treatment,2024-01-03
68822,19656,4,control,2024-02-23
68823,19656,1,treatment,2024-02-23
68824,19656,5,treatment,2024-02-23
68825,19657,3,control,2024-01-28
68826,19657,1,treatment,2024-01-28
68827,19657,5,treatment,2024-01-28
68828,19657,2,treatment,2024-01-28
68829,19658,3,control,2024-01-02
68830,19658,2,control,2024-01-02
68831,19658,4,treatment,2024-01-02
68832,19659,2,treatment,2024-02-14
68833,19659,5,control,2024-02-14
68834,19659,4,treatment,2024-02-14
68835,19660,5,control,2024-01-11
68836,19660,1,treatment,2024-01-11
68837,19660,4,treatment,2024-01-11
68838,19661,3,control,2024-01-05
68839,19661,4,control,2024-01-05
68840,19661,2,treatment,2024-01-05
68841,19662,5,treatment,2024-01-09
68842,19662,3,control,2024-01-09
68843,19662,2,control,2024-01-09
68844,19662,1,treatment,2024-01-09
68845,19663,5,control,2024-02-02
68846,19663,1,treatment,2024-02-02
68847,19663,3,control,2024-02-02
68848,19663,2,control,2024-02-02
68849,19664,1,treatment,2024-02-25
68850,19664,5,treatment,2024-02-25
68851,19664,3,treatment,2024-02-25
68852,19665,2,treatment,2024-02-03
68853,19665,5,control,2024-02-03
68854,19665,1,treatment,2024-02-03
68855,19665,4,treatment,2024-02-03
68856,19666,1,treatment,2024-02-28
68857,19666,3,treatment,2024-02-28
68858,19666,2,treatment,2024-02-28
68859,19667,4,treatment,2024-01-25
68860,19667,1,treatment,2024-01-25
68861,19667,2,treatment,2024-01-25
68862,19667,5,treatment,2024-01-25
68863,19668,3,treatment,2024-02-27
68864,19668,5,control,2024-02-27
68865,19668,2,treatment,2024-02-27
68866,19669,5,control,2024-01-28
68867,19669,4,treatment,2024-01-28
68868,19669,2,treatment,2024-01-28
68869,19670,4,control,2024-01-23
68870,19670,5,control,2024-01-23
68871,19670,2,treatment,2024-01-23
68872,19670,1,treatment,2024-01-23
68873,19671,3,control,2024-01-09
68874,19671,1,control,2024-01-09
68875,19671,2,control,2024-01-09
68876,19671,4,treatment,2024-01-09
68877,19672,1,control,2024-01-26
68878,19672,5,treatment,2024-01-26
68879,19672,3,treatment,2024-01-26
68880,19673,4,control,2024-02-14
68881,19673,2,control,2024-02-14
68882,19673,1,control,2024-02-14
68883,19674,2,control,2024-02-05
68884,19674,3,control,2024-02-05
68885,19674,4,control,2024-02-05
68886,19675,2,control,2024-01-16
68887,19675,4,control,2024-01-16
68888,19675,1,control,2024-01-16
68889,19675,5,control,2024-01-16
68890,19676,1,treatment,2024-02-15
